title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Service history
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
PEUGEOT 2008 ESTATE,8460,57760,2016,2,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
LAGONDA LG6 ROADSTER,14995,84000,1953,,Petrol,Saloon,2.6L,Manual,4,,,
SUZUKI IGNIS,10699,23250,2017,2,Petrol Hybrid,Hatchback,1.2L,Manual,5,4,Euro 6,
VOLKSWAGEN PASSAT,14444,42500,2018,1,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,
HYUNDAI TUCSON,14043,55012,2018,2,Diesel,SUV,1.7L,Manual,5,5,Euro 6,
KIA SPORTAGE DIESEL ESTATE,14495,70542,2018,1,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
RENAULT CLIO,11199,19861,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
VOLKSWAGEN UP!,6795,28000,2014,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
VAUXHALL AMPERA,9499,65767,2014,1,Petrol Plug-in Hybrid,Hatchback,,Automatic,5,4,Euro 5,
NISSAN QASHQAI,8900,76431,2017,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
TOYOTA AYGO,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
BMW 2 SERIES,21998,15744,2021,1,Petrol,Saloon,1.5L,Manual,4,5,Euro 6,
VOLKSWAGEN UP,4699,72878,2013,3,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
MINI HATCH,10900,8700,2019,3,Petrol,Hatchback,1.5L,Manual,3,4,Euro 6,
BMW 1 SERIES,8450,60028,2013,,Diesel,Coupe,2.0L,Manual,2,4,Euro 5,
FORD FIESTA,6750,38500,2011,3,Petrol,Hatchback,1.4L,Automatic,5,5,Euro 5,Full
PEUGEOT RCZ,5800,80000,2012,,Diesel,Coupe,2.0L,Manual,2,4,Euro 5,
MINI HATCHBACK,14599,29205,2018,,Petrol,Hatchback,1.5L,Automatic,5,5,Euro 6,
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
MASERATI QUATTROPORTE,10000,72000,2009,3,Petrol,Saloon,4.2L,Automatic,4,5,Euro 4,Full
HYUNDAI I10,9495,41491,2019,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
RENAULT CLIO,13999,12294,2022,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
FORD ECOSPORT HATCHBACK,14315,15102,2020,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
MERCEDES-BENZ M CLASS,10850,107500,2007,5,Petrol,SUV,6.3L,Automatic,5,5,Euro 4,
MAZDA MX-5,13399,47380,2017,1,Petrol,Convertible,2.0L,Manual,2,2,Euro 6,
VAUXHALL CROSSLAND X,13000,16097,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
VOLKSWAGEN GOLF,12995,96354,2017,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
VAUXHALL MOKKA X,9299,50560,2018,1,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
FORD FOCUS DIESEL HATCHBACK,12250,45798,2019,4,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
VAUXHALL CORSA,13999,13451,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,Full
SUBARU FORESTER,4990,120403,2013,3,Diesel,SUV,2.0L,Manual,5,5,Euro 5,Full
FORD MONDEO,8295,97726,2017,1,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
PEUGEOT 3008,22999,15387,2021,1,Diesel,SUV,1.5L,Automatic,5,5,Euro 6,Full
NISSAN JUKE,13499,30053,2020,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
BMW 3 SERIES,22600,24098,2018,2,Diesel,Saloon,3.0L,Automatic,4,5,Euro 6,
FORD KUGA,14595,47313,2018,2,Diesel,SUV,2.0L,Manual,5,5,Euro 6,
RENAULT GRAND SCENIC,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,Full
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
RENAULT CAPTUR,13364,17000,2020,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
SEAT IBIZA,12495,43845,2019,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
AUDI A3 HATCHBACK,15361,39611,2016,1,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,Full
JAGUAR XE,9495,71000,2016,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,
KIA XCEED,15998,22714,2020,,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
JAGUAR XE,7499,91000,2015,2,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,
DS AUTOMOBILES DS 3 CROSSBACK,13150,44026,2019,,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
VAUXHALL INSIGNIA,6995,64387,2016,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
AUDI Q5,10750,126000,2013,,Diesel,SUV,2.0L,Automatic,5,5,Euro 5,
NISSAN QASHQAI HATCHBACK,10981,46500,2016,2,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
CITROEN C1,6995,29521,2014,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 5,
VAUXHALL CORSA,11799,20405,2020,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
FORD MONDEO,9995,104795,2019,,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
INFINITI Q50,7490,117000,2014,2,Diesel,Saloon,2.2L,Automatic,4,5,Euro 5,
FIAT FULLBACK,8388,155000,2016,2,Diesel,Pickup,2.4L,Manual,4,5,Euro 5,Full
HYUNDAI I10,10595,8981,2019,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
KIA RIO,7499,51234,2016,2,Diesel,Hatchback,1.4L,Manual,5,5,Euro 6,
AUDI S3,10995,80000,2010,6,Petrol,Hatchback,2.0L,Automatic,5,5,Euro 4,
AUDI A1,6995,80000,2013,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 5,Full
VAUXHALL INSIGNIA,4450,108618,2013,,Diesel,Estate,2.0L,Manual,5,5,Euro 5,Full
AUDI A1 SPORTBACK,10802,52153,2017,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
VAUXHALL CORSA,4995,103359,2017,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
FORD KUGA,15000,39579,2020,1,Diesel,SUV,2.0L,Manual,5,5,Euro 6,
FORD FIESTA,2995,89999,2011,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 5,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
CITROEN C3,10381,33896,2018,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
MG MG ZS,18365,1,2023,,Petrol,SUV,1.5L,Manual,5,5,Euro 6,
MERCEDES-BENZ E CLASS,11050,66358,2014,5,Diesel,Coupe,2.1L,Automatic,2,4,Euro 5,
SEAT ATECA,25995,222,2023,,Petrol,SUV,1.5L,Manual,5,5,Euro 6,
MERCEDES-BENZ A CLASS DIESEL HATCHBACK,12495,62012,2016,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
NISSAN QASHQAI,12299,68273,2017,3,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
VOLKSWAGEN GOLF,12495,48690,2017,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
NISSAN QASHQAI,12795,68676,2018,2,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
AUDI A7,10495,82000,2013,4,Diesel,Hatchback,3.0L,Automatic,5,5,Euro 5,Full
VAUXHALL CORSA,12699,40105,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
PEUGEOT 208,7180,28491,2015,1,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
PEUGEOT 3008,7995,63845,2015,,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
BMW 1 SERIES,18798,13271,2020,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,
FIAT 500,11495,20000,2022,,Petrol,Hatchback,1.0L,Manual,3,4,Euro 6,
DACIA SANDERO STEPWAY,5490,49432,2014,,Diesel,Hatchback,1.5L,Manual,5,5,Euro 5,Full
VOLKSWAGEN GOLF,7000,130000,1988,1,Petrol,Convertible,1.8L,Manual,2,,,
VAUXHALL ASTRA,6850,100569,2018,1,Diesel,Estate,1.6L,Manual,5,5,Euro 6,
RENAULT GRAND SCENIC,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,Full
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
BMW 4 SERIES,11495,120000,2016,,Diesel,Coupe,2.0L,Automatic,2,4,Euro 6,
BMW 3 SERIES,23220,36795,2020,1,Diesel Hybrid,Saloon,2.0L,Automatic,4,5,Euro 6,
ABARTH 595,11699,42237,2018,,Petrol,Hatchback,1.4L,Manual,3,4,Euro 6,
VAUXHALL MOKKA,4600,121910,2013,1,Diesel,SUV,1.7L,Manual,5,5,Euro 5,
FORD ECOSPORT HATCHBACK,11990,36046,2018,2,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
HYUNDAI TUCSON,12500,45540,2018,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,
VAUXHALL ASTRA,5300,57379,2015,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
FORD KUGA,21798,12080,2020,,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
NISSAN MICRA,10999,30845,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
AUDI A6,25000,34364,2019,1,Diesel,Estate,2.0L,Automatic,5,5,Euro 6,
TOYOTA AYGO,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
MERCEDES-BENZ A CLASS,12995,38000,2013,1,Petrol,Hatchback,1.6L,Automatic,5,5,Euro 6,
RENAULT CLIO,9290,29264,2018,1,Petrol,Hatchback,0.9L,Manual,5,5,Euro 6,
VOLKSWAGEN PASSAT,13150,65641,2019,1,Diesel,Saloon,2.0L,Manual,4,5,Euro 6,
DACIA LOGAN MCV,9995,36588,2019,,Diesel,Estate,1.5L,Manual,5,5,Euro 6,
CITROEN C3 AIRCROSS,14436,16983,2021,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
RENAULT KOLEOS,16995,38252,2018,2,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,Full
HYUNDAI I10,7290,42040,2017,,Petrol,Hatchback,1.2L,Manual,5,5,Euro 5,
PEUGEOT 208 PURETECH ACTIVE PREMIUM S/S HATCHBACK,14150,21777,2022,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
TOYOTA AYGO,1795,110000,2006,4,Petrol,Hatchback,1.0L,Manual,5,4,Euro 4,
RENAULT CLIO,11890,49908,2021,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
AUDI A6,15799,84292,2018,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
VAUXHALL CORSA,13999,13315,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,Full
VAUXHALL CROSSLAND X,12399,16497,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
RENAULT CLIO,14499,24424,2022,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
NISSAN JUKE,9799,33371,2017,2,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
MERCEDES-BENZ A-CLASS,17000,44956,2019,1,Petrol,Hatchback,1.3L,Manual,5,5,Euro 6,
MINI HATCH,4395,63500,2008,2,Petrol,Hatchback,1.6L,Automatic,3,4,Euro 4,
DACIA DUSTER ESTATE,14899,10424,2022,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
MINI HATCH,16900,19385,2021,1,Petrol,Hatchback,1.5L,Manual,3,4,Euro 6,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
NISSAN QASHQAI,14990,45774,2020,,Petrol,SUV,1.3L,Automatic,5,5,Euro 6,
MERCEDES-BENZ E CLASS,5850,102000,2013,3,Diesel,Saloon,2.1L,Manual,4,5,Euro 5,Full
CITROEN C3 PICASSO,7995,32947,2017,,Diesel,MPV,1.6L,Manual,5,5,Euro 6,
VAUXHALL CORSA,6995,48890,2015,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
JAGUAR XE,16950,23982,2016,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
RENAULT CAPTUR,9195,57005,2017,2,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
VAUXHALL CORSA,10999,6669,2019,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 6,
VOLKSWAGEN GOLF DIESEL HATCHBACK,6588,73500,2011,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,Full
NISSAN QASHQAI,8490,73010,2014,2,Diesel,SUV,1.5L,Manual,5,5,Euro 5,
VOLKSWAGEN POLO,13170,17422,2019,2,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
VOLKSWAGEN BEETLE,10995,77250,2013,2,Petrol,Convertible,1.4L,Manual,2,4,Euro 5,Full
MERCEDES-BENZ C CLASS,2495,135000,2007,,Diesel,Estate,2.1L,Automatic,5,5,Euro 4,
VOLKSWAGEN T-CROSS,17670,14385,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,Full
VOLKSWAGEN POLO,15970,11500,2021,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
LAND ROVER DISCOVERY 4,15500,111643,2015,4,Diesel,SUV,3.0L,Automatic,5,7,Euro 5,
AUDI Q2 ESTATE,16995,39950,2017,1,Petrol,SUV,1.4L,Manual,5,5,Euro 6,
AUDI Q3,11490,100000,2015,,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,
FORD FIESTA,5495,67000,2014,,Diesel,Hatchback,1.6L,Manual,5,5,Euro 5,Full
VOLKSWAGEN POLO,7995,53727,2016,1,Petrol,Hatchback,1.0L,Manual,3,5,Euro 6,
VOLKSWAGEN UP,6750,55559,2023,,Petrol,Hatchback,1.0L,Manual,5,4,,
FIAT 500X,12995,20704,2019,2,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
RENAULT MEGANE,12299,36000,2019,2,Petrol,Estate,1.3L,Manual,5,5,Euro 6,Full
VOLKSWAGEN SCIROCCO DIESEL COUPE,11289,67202,2016,1,Diesel,Hatchback,2.0L,Manual,3,4,Euro 6,Full
NISSAN JUKE,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
JAGUAR XJ,8490,50679,2006,5,Diesel,Saloon,2.7L,Automatic,4,5,Euro 4,
HYUNDAI TUCSON,12999,26286,2018,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,
MERCEDES-BENZ C CLASS,15500,84400,2014,5,Diesel,Saloon,2.1L,Automatic,4,5,Euro 6,Full
VAUXHALL INSIGNIA GRAND SPORT,11795,41887,2017,2,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
VAUXHALL MOKKA X,10999,44728,2018,2,Petrol,SUV,1.4L,Manual,5,5,Euro 6,
BMW 1 SERIES,16099,47964,2017,1,Petrol,Hatchback,1.5L,Automatic,5,5,Euro 6,
VOLKSWAGEN PASSAT,13199,62000,2018,1,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
VOLKSWAGEN SHARAN,4575,160291,2005,1,Diesel,MPV,1.9L,Manual,5,7,Euro 4,Full
CITROEN C3,10256,31595,2018,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,Full
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
BMW 2 SERIES DIESEL GRAN TOURER,14447,60459,2016,3,Diesel,MPV,2.0L,Manual,5,7,Euro 6,
VAUXHALL CORSA,13999,8720,2021,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
RENAULT CLIO,13499,28688,2022,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
MERCEDES-BENZ A CLASS,17899,55461,2019,2,Petrol,Hatchback,1.3L,Manual,5,5,Euro 6,
CITROEN GRAND C4 PICASSO,7790,80861,2016,2,Diesel,MPV,1.6L,Manual,5,7,Euro 6,
PEUGEOT 208,16899,7794,2020,1,Petrol,Hatchback,1.2L,Automatic,5,5,Euro 6,
VAUXHALL CORSA,8799,39065,2019,3,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
BMW 1 SERIES,7500,128000,2012,3,Diesel,Hatchback,2.0L,Automatic,5,5,Euro 5,
RENAULT MEGANE,4400,36063,2012,2,Petrol,Hatchback,1.6L,Manual,5,5,Euro 5,Full
RENAULT GRAND SCENIC,4000,73000,2011,2,Diesel,MPV,1.5L,Automatic,5,7,Euro 5,Full
NISSAN LEAF,5390,60695,2014,,Electric,Hatchback,,Automatic,5,5,,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
CITROEN C3,10998,22506,2019,2,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
BMW 1 SERIES,9995,97000,2016,2,Diesel,Hatchback,2.0L,Manual,5,5,Euro 6,
CITROEN C3,4700,50000,2013,,Diesel,Hatchback,1.4L,Manual,5,5,Euro 5,
NISSAN JUKE,11000,45462,2019,1,Petrol,SUV,1.6L,Manual,5,5,Euro 6,Full
VOLKSWAGEN GOLF,8995,72400,2015,2,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
MINI HATCH,9299,58700,2013,2,Petrol,Hatchback,1.6L,Manual,3,4,Euro 5,
SEAT IBIZA,17899,18746,2022,1,Petrol,Hatchback,1.0L,Automatic,5,5,Euro 6,
VOLKSWAGEN POLO,10498,34133,2016,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
VAUXHALL CROSSLAND X HATCHBACK,10999,26000,2019,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,
FORD FOCUS DIESEL HATCHBACK,15999,21000,2020,1,Diesel,Hatchback,1.5L,Manual,5,5,Euro 6,
MERCEDES-BENZ GLE CLASS,33900,92000,2019,1,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,
MAZDA MAZDA6 TOURER,23910,23178,2020,1,Petrol,Estate,2.5L,Automatic,5,5,Euro 6,
PEUGEOT 108,8695,25846,2018,1,Petrol,Hatchback,1.2L,Manual,5,4,Euro 6,
VAUXHALL CROSSLAND X,13499,19632,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,Full
HYUNDAI I20,1850,105472,2009,4,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
TOYOTA AYGO,10700,16420,2019,,Petrol,Hatchback,1.0L,Manual,5,4,Euro 6,
MINI HATCH COOPER,6995,57237,2014,2,Diesel,Hatchback,1.5L,Manual,3,4,Euro 6,
MG MG ZS,18515,1,2023,,Petrol,SUV,1.5L,Manual,5,5,Euro 6,
FORD FIESTA,10883,26451,2017,,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,
KIA SPORTAGE ESTATE,15862,29246,2019,2,Petrol,SUV,1.6L,Manual,5,5,Euro 6,
BMW 5 SERIES,12999,85000,2014,2,Diesel,Saloon,2.0L,Automatic,4,5,Euro 6,
VOLVO V60,9990,70325,2016,3,Diesel,Estate,2.0L,Manual,5,5,Euro 6,Full
BMW X3 SERIES,28240,45155,2019,1,Diesel,SUV,2.0L,Automatic,5,5,Euro 6,
FORD FIESTA,7695,44500,2016,,Petrol,Hatchback,1.3L,Manual,3,5,Euro 6,Full
AUDI Q5,9990,96000,2012,2,Diesel,SUV,2.0L,Automatic,5,5,Euro 5,
VAUXHALL CORSA,13995,6461,2020,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 6,
TOYOTA YARIS,13000,51179,2019,1,Petrol Hybrid,Hatchback,1.5L,Automatic,5,5,Euro 6,
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
LAND ROVER RANGE ROVER SPORT,25995,36363,2015,,Diesel,SUV,3.0L,Automatic,5,5,Euro 5,
CITROEN C3 AIRCROSS,9500,49047,2018,2,Diesel,SUV,1.6L,Manual,5,5,Euro 6,
FORD FIESTA,10699,41485,2020,1,Petrol,Hatchback,1.0L,Manual,5,5,Euro 6,Full
VOLKSWAGEN CADDY MAXI LIFE,8995,119842,2014,,Diesel,MPV,1.6L,Automatic,5,7,Euro 5,
JEEP RENEGADE,10300,61000,2015,2,Petrol,SUV,1.4L,Manual,5,5,Euro 6,
KIA XCEED HATCHBACK,18499,4000,2021,1,Petrol,SUV,1.0L,Manual,5,5,Euro 6,
VAUXHALL CROSSLAND X,13599,17782,2020,1,Petrol,SUV,1.2L,Manual,5,5,Euro 6,Full
VAUXHALL ASTRA,10600,30407,2019,1,Diesel,Hatchback,1.6L,Manual,5,5,Euro 6,
NISSAN QASHQAI,14999,30287,2019,1,Diesel,SUV,1.5L,Manual,5,5,Euro 6,
PEUGEOT 508,17999,58256,2021,2,Petrol,Estate,1.6L,Automatic,5,5,Euro 6,
BMW 2 SERIES,17599,26607,2019,,Petrol,Coupe,1.5L,Automatic,2,4,Euro 6,
MINI HATCH,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,Full
RENAULT CLIO,500,138061,2007,5,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
FORD FOCUS,750,124512,2007,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,
BMW 3 SERIES,2999,118000,2008,,Diesel,Convertible,3.0L,Automatic,2,4,Euro 4,
SEAT IBIZA,400,120842,2010,4,Diesel,Hatchback,1.2L,Manual,3,5,Euro 5,
FORD FIESTA,499,111875,2007,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 4,
PEUGEOT 307 CC,700,114053,2006,1,Petrol,Convertible,1.6L,Manual,2,4,Euro 4,
MAZDA MX-5,799,131848,2004,4,Petrol,Convertible,1.8L,Manual,2,2,Euro 3,
FIAT STILO,640,71000,2004,,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
FORD KA,700,70321,2008,6,Petrol,Hatchback,1.3L,Manual,3,5,Euro 4,
VAUXHALL CORSA,850,92000,2009,3,Petrol,Hatchback,1.4L,Manual,5,5,Euro 4,
TOYOTA VERSO,1575,118000,2010,3,Diesel,MPV,2.0L,Manual,5,7,Euro 5,
MINI HATCH,11999,33156,2018,1,Petrol,Hatchback,1.5L,Manual,5,5,Euro 6,Full
MINI CONVERTIBLE,1000,93552,2004,4,Petrol,Convertible,1.6L,Manual,2,4,Euro 4,
AUDI A4,950,127000,2009,5,Petrol,Saloon,1.8L,Manual,4,5,Euro 4,
RENAULT CLIO,800,103200,2008,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 4,
PEUGEOT 206,950,62694,2005,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 3,
PEUGEOT 207,1990,81000,2012,4,Petrol,Hatchback,1.4L,Manual,5,5,Euro 5,
RENAULT TWINGO,1695,66700,2008,,Petrol,Hatchback,1.2L,Manual,3,4,Euro 4,
PEUGEOT 207,1500,48000,2008,3,Diesel,Hatchback,1.6L,Manual,5,5,Euro 4,
VAUXHALL CORSA,1000,99513,2008,3,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
MITSUBISHI OUTLANDER,795,98000,2012,5,Diesel,SUV,2.2L,Manual,5,7,Euro 5,
HYUNDAI COUPE,1495,64000,2005,,Petrol,Coupe,1.6L,Manual,3,4,Euro 3,
HONDA CIVIC,699,159630,2004,1,Petrol,Hatchback,1.4L,Manual,5,5,Euro 3,
PEUGEOT 208,2990,91000,2014,2,Diesel,Hatchback,1.4L,Manual,3,5,Euro 5,
AUDI A6 ALLROAD,595,174009,2003,1,Diesel,Estate,2.5L,Automatic,5,5,Euro 4,
PEUGEOT 207,945,89500,2011,5,Petrol,Hatchback,1.6L,Manual,3,5,Euro 5,
VAUXHALL ZAFIRA,1500,77175,2006,3,Petrol,MPV,1.8L,Manual,5,7,Euro 4,
SKODA OCTAVIA,799,117072,2005,4,Diesel,Hatchback,1.9L,Manual,5,5,Euro 4,
VAUXHALL TIGRA,800,99464,2008,5,Petrol,Convertible,1.4L,Manual,2,2,Euro 4,
SEAT TOLEDO,700,168870,2001,1,Diesel,Saloon,1.9L,Manual,4,5,Euro 2,
BMW X5,4495,115000,2007,,Diesel,SUV,3.0L,Automatic,5,5,Euro 4,
VAUXHALL CORSA,2789,135000,2015,,Petrol,Hatchback,1.4L,Manual,3,5,Euro 6,
VOLKSWAGEN JETTA,6698,61637,2013,,Diesel,Saloon,2.0L,Manual,4,5,Euro 5,
VAUXHALL CORSA,1000,78648,2005,1,Petrol,Hatchback,1.2L,Manual,5,5,Euro 4,
VOLKSWAGEN POLO,2999,121639,2010,3,Petrol,Hatchback,1.2L,Manual,3,5,Euro 5,
FIAT PUNTO EVO,1989,75000,2010,4,Petrol,Hatchback,1.4L,Manual,3,5,Euro 5,
VAUXHALL ASTRA,450,115000,2005,,Diesel,Hatchback,1.7L,Manual,5,5,Euro 4,
VAUXHALL ASTRA,875,175000,2010,5,Diesel,Hatchback,1.7L,Manual,5,5,Euro 5,
